CIDADE,ESTADO,QUANTIDADE_DE_INDICACOES,LAT,LON
SOORETAMA,ESPIRITO SANTO      ,1,-19.1918129,-40.1037067
SOROCABA,SAO PAULO           ,85,-23.4684836,-47.4424129
SORRISO,MATO GROSSO         ,4,-12.5444887,-55.7233972
SUD MENNUCCI,SAO PAULO           ,1,-20.6906175,-50.9240834
SUMARE,SAO PAULO           ,33,-22.8217964,-47.267105
SURUBIM,PERNAMBUCO          ,1,-7.8424353,-35.7539722
SUZANO,SAO PAULO           ,18,-23.5427842,-46.3108391
TABAPUA,SAO PAULO           ,3,-20.9648397,-49.0332398
TABATINGA,SAO PAULO           ,6,-21.7373768,-48.6880522
TABOAO DA SERRA,SAO PAULO           ,20,-23.6121912,-46.7790539
TABULEIRO,MINAS GERAIS        ,1,-21.3592212,-43.2479134
TAGUAI,SAO PAULO           ,2,-23.4534312,-49.4054454
TAIACU,SAO PAULO           ,1,-21.143144,-48.511203
TAIOBEIRAS,MINAS GERAIS        ,6,-15.811859,-42.2319723
TAIUVA,SAO PAULO           ,3,-21.1238184,-48.4512476
TAMBOARA,PARANA,1,-23.1995071,-52.5000131
TANABI,SAO PAULO           ,3,-20.6251635,-49.6519879
TANGARA,SANTA CATARINA,1,-27.0997957,-51.2477143
TANGARA DA SERRA,MATO GROSSO         ,1,-14.6213903,-57.4907268
TANGUA,RIO DE JANEIRO      ,1,-22.7353777,-42.7202272
TAPARUBA,MINAS GERAIS        ,1,-19.7620408,-41.611423
TAPIRA,MINAS GERAIS        ,2,-19.9225,-46.823056
TAPIRATIBA,SAO PAULO           ,7,-21.46824,-46.7493221
TAQUARA,RIO GRANDE DO SUL,1,-29.6452036,-50.7832169
TAQUARITINGA,SAO PAULO           ,4,-21.4064327,-48.5056132
TAQUARITUBA,SAO PAULO           ,3,-23.5337307,-49.2452541
TATUI,SAO PAULO           ,15,-23.3489848,-47.8490165
TAUBATE,SAO PAULO           ,18,-23.031448,-45.5612792
TEIXEIRA DE FREITAS,BAHIA               ,7,-17.5384774,-39.7451701
TEIXEIRA SOARES,PARANA,2,-25.3719287,-50.4586285
TEIXEIRAS,MINAS GERAIS        ,8,-20.6517875,-42.8563275
TELEMACO BORBA,PARANA,10,-24.3282939,-50.6318021
TEOFILANDIA,BAHIA               ,1,-11.4891658,-38.9997411
TEOFILO OTONI,MINAS GERAIS        ,7,-17.8579267,-41.5081533
TEOTONIO VILELA,ALAGOAS             ,3,-9.9062736,-36.3571341
TERESINA,PIAUI               ,20,-5.0874608,-42.8049571
TERESOPOLIS,RIO DE JANEIRO      ,3,-22.2978038,-42.8646411
TERRA NOVA DO NORTE,MATO GROSSO         ,2,-10.5995196,-55.1167029
TERRA RICA,PARANA,1,-22.7264874,-52.6202541
TERRA ROXA,PARANA,2,-24.1670468,-54.097432
TERRA ROXA,SAO PAULO           ,6,-20.787015,-48.331442
TIANGUA,CEARA               ,2,-3.7307332,-41.0004019
TIETE,SAO PAULO           ,12,-23.1030302,-47.7147937
TIJUCAS,SANTA CATARINA,1,-27.239404,-48.6353696
TIJUCAS DO SUL,PARANA,2,-25.9273376,-49.179265
TIMBAUBA,PERNAMBUCO          ,1,-7.5118822,-35.316076
TIMBO,SANTA CATARINA,1,-26.8282737,-49.270641
TIMBO GRANDE,SANTA CATARINA,1,-26.6170507,-50.6742579
TIMON,MARANHAO            ,2,-5.1004341,-42.8312018
TIMOTEO,MINAS GERAIS        ,15,-19.5771395,-42.6436108
TIRADENTES,MINAS GERAIS        ,2,-21.1104688,-44.1742937
TOBIAS BARRETO,SERGIPE             ,1,-11.1878721,-38.0030397
TOCANTINIA,TOCANTINS           ,2,-9.563198,-48.374104
TOCANTINS,MINAS GERAIS        ,3,-21.1738872,-43.0207206
TOCOS DO MOJI,MINAS GERAIS        ,1,-22.3706152,-46.0964763
TOLEDO,PARANA,7,-24.7222438,-53.7402476
TOMAZINA,PARANA,2,-23.7777942,-49.9546482
TORRINHA,SAO PAULO           ,7,-22.4302536,-48.1690653
TRAMANDAI,RIO GRANDE DO SUL,4,-29.9855339,-50.1316076
TREMEMBE,SAO PAULO           ,2,-22.9641763,-45.5489548
TRES CORACOES,MINAS GERAIS        ,23,-21.695625,-45.2543675
TRES FORQUILHAS,RIO GRANDE DO SUL,3,-29.5375482,-50.0650535
TRES LAGOAS,MATO GROSSO DO SUL  ,7,-20.7866799,-51.7061247
TRES PONTAS,MINAS GERAIS        ,23,-21.3686224,-45.5122937
TREZE TILIAS,SANTA CATARINA,3,-26.9996788,-51.4073067
TRINDADE,GOIAS               ,1,-16.6549924,-49.4876203
TROMBUDO CENTRAL,SANTA CATARINA,1,-27.3040981,-49.79316
TUBARAO,SANTA CATARINA,1,-28.471488,-49.014132
TUCURUI,PARA                ,3,-3.766334,-49.6663654
TUPA,SAO PAULO           ,28,-21.9349129,-50.5141255
TUPACIGUARA,MINAS GERAIS        ,3,-18.5932122,-48.6999014
TUPARETAMA,PERNAMBUCO          ,1,-7.6010116,-37.3114417
TURIUBA,SAO PAULO           ,2,-20.9491284,-50.1082011
TURMALINA,MINAS GERAIS        ,4,-17.286102,-42.7312574
TURVO,PARANA,5,-25.043933,-51.5392172
TURVOLANDIA,MINAS GERAIS        ,4,-21.875556,-45.786944
UBA,MINAS GERAIS        ,23,-19.762897,-47.9659761
UBATUBA,SAO PAULO           ,6,-23.433162,-45.083415
UBERABA,MINAS GERAIS        ,22,-19.750833,-47.936666
UBERLANDIA,MINAS GERAIS        ,58,-18.9188041,-48.2767837
UMBURATIBA,MINAS GERAIS        ,3,-17.2538265,-40.5711549
UMUARAMA,PARANA,12,-23.7621152,-53.3116192
UNAI,MINAS GERAIS        ,11,-16.3628767,-46.892413
UNIAO DA VITORIA,PARANA,8,-26.228596,-51.0869796
UNIAO DOS PALMARES,ALAGOAS             ,1,-9.1576807,-36.0342251
URAI,PARANA,2,-23.199997,-50.793873
URANDI,BAHIA               ,4,-14.7680766,-42.6573988
URUACU,GOIAS               ,3,-14.5244164,-49.1510022
URUBURETAMA,CEARA               ,1,-3.6235302,-39.5050697
URUCUI,PIAUI               ,1,-7.797,-44.5748709
URUPES,SAO PAULO           ,2,-21.2027026,-49.2921996
URUSSANGA,SANTA CATARINA,3,-28.5191381,-49.3201776
VACARIA,RIO GRANDE DO SUL,2,-28.5102901,-50.9356044
VALE REAL,RIO GRANDE DO SUL,1,-29.391944,-51.255859
VALENCA,BAHIA               ,1,-13.3723582,-39.0694243
VALENCA,RIO DE JANEIRO      ,14,-22.2326385,-43.8863929
VALENCA DO PIAUI,PIAUI               ,1,-6.4048149,-41.7382812
VALENTIM GENTIL,SAO PAULO           ,2,-20.4226107,-50.0861511
VALINHOS,SAO PAULO           ,12,-22.97056,-46.99583
VALPARAISO DE GOIAS,GOIAS               ,8,-16.0686394,-47.9764907
VANINI,RIO GRANDE DO SUL,1,-28.4762692,-51.8452978
VARGEM ALEGRE,MINAS GERAIS        ,3,-19.6070413,-42.2997922
VARGEM ALTA,ESPIRITO SANTO      ,2,-20.6733324,-41.0107231
VARGEM GRANDE DO BOM JESUS (BRASILIA DE MINAS) - D,MINAS GERAIS        ,1,-16.1127704,-44.4630405
VARGEM GRANDE DO RIO PARDO,MINAS GERAIS        ,3,-15.4027415,-42.311441
VARGEM GRANDE DO SUL,SAO PAULO           ,5,-21.8310636,-46.893303
VARGEM GRANDE PAULISTA,SAO PAULO           ,4,-23.599338,-47.022038
VARGINHA,MINAS GERAIS        ,22,-21.5565914,-45.4340674
VARRE-SAI,RIO DE JANEIRO      ,5,-20.9311337,-41.8677946
VARZEA GRANDE,MATO GROSSO         ,35,-15.645816,-56.132218
VARZEA PAULISTA,SAO PAULO           ,6,-23.2113889,-46.8283333
VASSOURAS,RIO DE JANEIRO      ,6,-22.3706473,-43.592331
VAZANTE,MINAS GERAIS        ,3,-17.9896107,-46.9003899
VENANCIO AIRES,RIO GRANDE DO SUL,1,-29.614306,-52.193159
VENDA NOVA DO IMIGRANTE,ESPIRITO SANTO      ,16,-20.3325787,-41.1295842
VERANOPOLIS,RIO GRANDE DO SUL,1,-28.9351239,-51.5519175
VERDELANDIA,MINAS GERAIS        ,2,-15.5926259,-43.6084698
VERE,PARANA,5,-25.8812309,-52.9081757
VEREDINHA,MINAS GERAIS        ,1,-17.3945837,-42.7383934
VESPASIANO,MINAS GERAIS        ,4,-19.6940958,-43.9186521
VIAMAO,RIO GRANDE DO SUL,4,-30.0819338,-51.0261927
VIANA,ESPIRITO SANTO      ,2,-20.3914471,-40.4966587
VIANA,MARANHAO            ,1,-3.2099341,-45.0002456
VIANOPOLIS,GOIAS               ,1,-16.7475869,-48.5131735
VICOSA,MINAS GERAIS        ,35,-20.7538586,-42.8815888
VICOSA DO CEARA,CEARA               ,1,-3.5667684,-41.091504
VIDEIRA,SANTA CATARINA,22,-27.00544,-51.1533733
VILA PAVAO,ESPIRITO SANTO      ,1,-18.6191731,-40.6043622
VILA VELHA,ESPIRITO SANTO      ,15,-20.3297037,-40.2920174
VINHEDO,SAO PAULO           ,6,-23.0298535,-46.9749847
VIRADOURO,SAO PAULO           ,1,-20.8726051,-48.2968122
VIRGINIA,MINAS GERAIS        ,8,-22.333333,-45.091666
VISCONDE DO RIO BRANCO,MINAS GERAIS        ,5,-21.01,-42.840833
VITORIA,ESPIRITO SANTO      ,18,-20.3200917,-40.3376682
VITORIA DA CONQUISTA,BAHIA               ,12,-14.8567487,-40.8414804
VITORIA DE SANTO ANTAO,PERNAMBUCO          ,4,-8.1209019,-35.2944858
VITORINO,PARANA,1,-26.2647687,-52.7804392
VOLTA REDONDA,RIO DE JANEIRO      ,37,-22.521856,-44.1040128
VOTORANTIM,SAO PAULO           ,7,-23.5383101,-47.4422496
VOTUPORANGA,SAO PAULO           ,1,-20.4252908,-49.972028
WENCESLAU BRAZ,MINAS GERAIS        ,7,-22.5342367,-45.3614735
WENCESLAU BRAZ,PARANA,1,-23.8748841,-49.8035872
XAMBRE,PARANA,2,-23.7361723,-53.4881707
XANXERE,SANTA CATARINA,3,-26.8748603,-52.4035964
XAXIM,SANTA CATARINA,4,-26.9605363,-52.5335505
